,primary,primary,primary_multiclass,primary_multiclass,primary_multiclass,primary_multiclass
CH4903_4903L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4903_4903LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4903_4903R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4903_4903R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4903_4903R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4903_4903RV,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359L5,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4359_4359RV,1.0,0.0,1.0,0.0,0.0,0.0
GN4487_4487L5,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487LV,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487R4,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487R5,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487R6,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487RV,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487L6,0.0,1.0,0.0,0.0,0.0,1.0
GN4487_4487L7,0.0,1.0,0.0,0.0,0.0,1.0
GN4493_4493L5,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493L6,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493L7,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493LV,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493R4,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493R5,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493R6,0.0,1.0,0.0,1.0,0.0,0.0
GN4493_4493RV,0.0,1.0,0.0,1.0,0.0,0.0
GN4526_4526L5,1.0,0.0,1.0,0.0,0.0,0.0
GN4526_4526L7,1.0,0.0,1.0,0.0,0.0,0.0
GN4526_4526LV,1.0,0.0,1.0,0.0,0.0,0.0
GN4526_4526R4,1.0,0.0,1.0,0.0,0.0,0.0
GN4526_4526R5,1.0,0.0,1.0,0.0,0.0,0.0
GN4526_4526R6,1.0,0.0,1.0,0.0,0.0,0.0
GN4526_4526RV,1.0,0.0,1.0,0.0,0.0,0.0
GN4540_4540L5,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540L6,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540L7,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540LV,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540R4,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540R5,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540R6,0.0,1.0,0.0,1.0,0.0,0.0
GN4540_4540RV,0.0,1.0,0.0,1.0,0.0,0.0
GN4512_45112RV,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512L5,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512L6,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512L7,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512LV,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512R4,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512R5,1.0,0.0,1.0,0.0,0.0,0.0
GN4512_4512R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826L5,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826R,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4826_4826R55,1.0,0.0,1.0,0.0,0.0,0.0
GN4510_4510L5,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510L7,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510LL6,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510LV,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510R4,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510R5,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510R6,0.0,1.0,0.0,0.0,0.0,1.0
GN4510_4510RV,0.0,1.0,0.0,0.0,0.0,1.0
CH4314_4313L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_43144R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_4314L5,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_4314L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_4314LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_4314R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_4314R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4314_4314RV,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380L5,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380L7.,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4380_4380RV,1.0,0.0,1.0,0.0,0.0,0.0
CH4732_44732R4,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_44732R66,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_4732L5,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_4732L6,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_4732L7,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_4732LV,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_4732R5,0.0,1.0,0.0,0.0,0.0,1.0
CH4732_4732RV,0.0,1.0,0.0,0.0,0.0,1.0
TN5021_5021L5.2ND,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021L5.2ND,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021L6,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021L7,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021LV,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021R4,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021R5,0.0,1.0,0.0,1.0,0.0,0.0
TN5021_5021R6,0.0,1.0,0.0,1.0,0.0,0.0
CH4739_4739L5,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739L6,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739L7,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739LV,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739R4,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739R5,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739R6,0.0,1.0,0.0,0.0,0.0,1.0
CH4739_4739RV,0.0,1.0,0.0,0.0,0.0,1.0
CH4884_4884L5,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4884_4884RV,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_49011L7,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901L5,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901L6,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901LV,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901R4,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901R5,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901R6,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_4901RV,1.0,0.0,1.0,0.0,0.0,0.0
OR4901_5021RV,1.0,0.0,1.0,0.0,0.0,0.0
CH4737_47337LV,0.0,1.0,0.0,0.0,1.0,0.0
CH4838_48338R5,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_47011LV,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701L5,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701L6,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701L7,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701R4,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701R5,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701R6,0.0,1.0,0.0,0.0,1.0,0.0
OR4701_4701RV,0.0,1.0,0.0,0.0,1.0,0.0
OR4759_4759L5,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759L6,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759L7,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759LV,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759R4,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759R5,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759R6,0.0,1.0,0.0,0.0,0.0,1.0
OR4759_4759RV,0.0,1.0,0.0,0.0,0.0,1.0
OR4851_48511L5,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851L6,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851L7,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851LV,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851R4,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851R5,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851R6,0.0,1.0,0.0,0.0,1.0,0.0
OR4851_4851RV,0.0,1.0,0.0,0.0,1.0,0.0
CH4867_4867L5,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867L6,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867L7,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867LV,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867R4,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867R5,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867R6,0.0,1.0,0.0,0.0,0.0,1.0
CH4867_4867RV,0.0,1.0,0.0,0.0,0.0,1.0
OR5263_52633LV,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263L5,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263L6,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263L7,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263R4,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263R5,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263R6,0.0,1.0,0.0,0.0,1.0,0.0
OR5263_5263RV,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_50255R5,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_5025L5,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_5025L6,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_5025LV,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_5025R4,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_5025R6,0.0,1.0,0.0,0.0,1.0,0.0
TN5025_5025RV,0.0,1.0,0.0,0.0,1.0,0.0
WT5147_5147L5,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147L6,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147L7,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147LV,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147R4,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147R5,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147R6,1.0,0.0,1.0,0.0,0.0,0.0
WT5147_5147RV,1.0,0.0,1.0,0.0,0.0,0.0
PK4450_4450L5,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450L6,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450L7.,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450LV,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450R4,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450R5,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450R6,0.0,1.0,0.0,0.0,1.0,0.0
PK4450_4450RV,0.0,1.0,0.0,0.0,1.0,0.0
CH4573_4573L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4573_4573L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4573_4573LV,1.0,0.0,1.0,0.0,0.0,0.0
CH4573_4573R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4573_4573R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4573_4573R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4573_4573RV,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650L,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650L5,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650L6,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650L7,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650R4,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650R5,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650R6,1.0,0.0,1.0,0.0,0.0,0.0
CH4650_4650RV,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_51033LV,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103L5,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103L6,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103LL7,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103R,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103R4,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103R6,1.0,0.0,1.0,0.0,0.0,0.0
GN5103_5103RV,1.0,0.0,1.0,0.0,0.0,0.0
CH4837_4837L5,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837L6,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837L7,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837LV,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837R4,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837R5,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837R55,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837R66,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4837RV,0.0,1.0,0.0,0.0,1.0,0.0
CH4837_4867R5.3,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167L5,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167L7,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167LV,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167R4,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167R55,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167R6,0.0,1.0,0.0,0.0,1.0,0.0
WT5167_5167RVV,0.0,1.0,0.0,0.0,1.0,0.0
WT5177_5177L5,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177L6,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177L7,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177LL6,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177LV,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177R4,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177R5,1.0,0.0,1.0,0.0,0.0,0.0
WT5177_5177RV,1.0,0.0,1.0,0.0,0.0,0.0
GN4867_4867L5,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867L6,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867L7,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867LV,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867R4,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867R5,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867R6,0.0,1.0,0.0,0.0,0.0,1.0
GN4867_4867RV,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175L5,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175L6,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175L7,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175LV,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175R4,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175R6,0.0,1.0,0.0,0.0,0.0,1.0
OR5175_5175RV,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691L5,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691L7,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691LV,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691R4,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691R5,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691R6,0.0,1.0,0.0,0.0,0.0,1.0
OR4691_4691RV,0.0,1.0,0.0,0.0,0.0,1.0
OR4859_4859L5,1.0,0.0,1.0,0.0,0.0,0.0
OR4859_4859L6,1.0,0.0,1.0,0.0,0.0,0.0
OR4859_4859L7,1.0,0.0,1.0,0.0,0.0,0.0
OR4859_4859R4,1.0,0.0,1.0,0.0,0.0,0.0
OR4859_4859R6,1.0,0.0,1.0,0.0,0.0,0.0
OR4859_4859RR5,1.0,0.0,1.0,0.0,0.0,0.0
OR4859_4859RV,1.0,0.0,1.0,0.0,0.0,0.0
